ID,Food Name,Category,Match Type,Requires Custom Manual Match,Confidence Score,Current Verified Image URL,Attribution,Google Images Search Link,Excel HYPERLINK Formula
"mangosteen_var_1307","Asian Specialty Mangosteen (Select)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1591068243886-d8bea9f5c491?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Purple Mangosteen Fruit","https://www.google.com/search?q=Asian%20Specialty%20Mangosteen%20(Select)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Asian%20Specialty%20Mangosteen%20(Select)%20food&tbm=isch"", ""View Image"")"
"mangosteen_var_1308","European Heirloom Mangosteen (Artisanal)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1591068243886-d8bea9f5c491?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Purple Mangosteen Fruit","https://www.google.com/search?q=European%20Heirloom%20Mangosteen%20(Artisanal)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=European%20Heirloom%20Mangosteen%20(Artisanal)%20food&tbm=isch"", ""View Image"")"
"mangosteen_var_1309","Farm-Fresh Premium Mangosteen (A-Grade)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1591068243886-d8bea9f5c491?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Purple Mangosteen Fruit","https://www.google.com/search?q=Farm-Fresh%20Premium%20Mangosteen%20(A-Grade)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Farm-Fresh%20Premium%20Mangosteen%20(A-Grade)%20food&tbm=isch"", ""View Image"")"
"mangosteen_var_1310","Wild-Harvested Mangosteen (Pure)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1591068243886-d8bea9f5c491?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Purple Mangosteen Fruit","https://www.google.com/search?q=Wild-Harvested%20Mangosteen%20(Pure)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Wild-Harvested%20Mangosteen%20(Pure)%20food&tbm=isch"", ""View Image"")"
"guava__pink_","Guava (Pink)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1536511135896-12e022f6d0f7?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Sweet Guava","https://www.google.com/search?q=Guava%20(Pink)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Guava%20(Pink)%20food&tbm=isch"", ""View Image"")"
"guava__pink__var_1311","Fresh Organic Guava (Pink)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1536511135896-12e022f6d0f7?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Sweet Guava","https://www.google.com/search?q=Fresh%20Organic%20Guava%20(Pink)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Fresh%20Organic%20Guava%20(Pink)%20food&tbm=isch"", ""View Image"")"
"guava__pink__var_1312","Sun-Dried Guava (Pink) (Dried)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1536511135896-12e022f6d0f7?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Sweet Guava","https://www.google.com/search?q=Sun-Dried%20Guava%20(Pink)%20(Dried)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Sun-Dried%20Guava%20(Pink)%20(Dried)%20food&tbm=isch"", ""View Image"")"
"guava__pink__var_1313","Himalayan Grade Guava (Pink) (Special)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1536511135896-12e022f6d0f7?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Sweet Guava","https://www.google.com/search?q=Himalayan%20Grade%20Guava%20(Pink)%20(Special)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Himalayan%20Grade%20Guava%20(Pink)%20(Special)%20food&tbm=isch"", ""View Image"")"
"guava__pink__var_1314","South Indian Guava (Pink) (Traditional)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1536511135896-12e022f6d0f7?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Sweet Guava","https://www.google.com/search?q=South%20Indian%20Guava%20(Pink)%20(Traditional)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=South%20Indian%20Guava%20(Pink)%20(Traditional)%20food&tbm=isch"", ""View Image"")"
"guava__pink__var_1315","North Indian Style Guava (Pink) (Spiced)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1536511135896-12e022f6d0f7?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Sweet Guava","https://www.google.com/search?q=North%20Indian%20Style%20Guava%20(Pink)%20(Spiced)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=North%20Indian%20Style%20Guava%20(Pink)%20(Spiced)%20food&tbm=isch"", ""View Image"")"
"guava__pink__var_1316","Mediterranean Classic Guava (Pink) (Imported)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1536511135896-12e022f6d0f7?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Sweet Guava","https://www.google.com/search?q=Mediterranean%20Classic%20Guava%20(Pink)%20(Imported)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Mediterranean%20Classic%20Guava%20(Pink)%20(Imported)%20food&tbm=isch"", ""View Image"")"
"guava__pink__var_1317","Asian Specialty Guava (Pink) (Select)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1536511135896-12e022f6d0f7?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Sweet Guava","https://www.google.com/search?q=Asian%20Specialty%20Guava%20(Pink)%20(Select)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Asian%20Specialty%20Guava%20(Pink)%20(Select)%20food&tbm=isch"", ""View Image"")"
"guava__pink__var_1318","European Heirloom Guava (Pink) (Artisanal)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1536511135896-12e022f6d0f7?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Sweet Guava","https://www.google.com/search?q=European%20Heirloom%20Guava%20(Pink)%20(Artisanal)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=European%20Heirloom%20Guava%20(Pink)%20(Artisanal)%20food&tbm=isch"", ""View Image"")"
"guava__pink__var_1319","Farm-Fresh Premium Guava (Pink) (A-Grade)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1536511135896-12e022f6d0f7?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Sweet Guava","https://www.google.com/search?q=Farm-Fresh%20Premium%20Guava%20(Pink)%20(A-Grade)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Farm-Fresh%20Premium%20Guava%20(Pink)%20(A-Grade)%20food&tbm=isch"", ""View Image"")"
"guava__pink__var_1320","Wild-Harvested Guava (Pink) (Pure)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1536511135896-12e022f6d0f7?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Sweet Guava","https://www.google.com/search?q=Wild-Harvested%20Guava%20(Pink)%20(Pure)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Wild-Harvested%20Guava%20(Pink)%20(Pure)%20food&tbm=isch"", ""View Image"")"
"pomegranate_var_1321","Fresh Organic Pomegranate","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1615485290382-441e4d049cb5?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Ruby Pomegranate Arils","https://www.google.com/search?q=Fresh%20Organic%20Pomegranate%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Fresh%20Organic%20Pomegranate%20food&tbm=isch"", ""View Image"")"
"pomegranate_var_1322","Sun-Dried Pomegranate (Dried)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1615485290382-441e4d049cb5?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Ruby Pomegranate Arils","https://www.google.com/search?q=Sun-Dried%20Pomegranate%20(Dried)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Sun-Dried%20Pomegranate%20(Dried)%20food&tbm=isch"", ""View Image"")"
"pomegranate_var_1323","Himalayan Grade Pomegranate (Special)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1615485290382-441e4d049cb5?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Ruby Pomegranate Arils","https://www.google.com/search?q=Himalayan%20Grade%20Pomegranate%20(Special)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Himalayan%20Grade%20Pomegranate%20(Special)%20food&tbm=isch"", ""View Image"")"
"pomegranate_var_1324","South Indian Pomegranate (Traditional)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1615485290382-441e4d049cb5?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Ruby Pomegranate Arils","https://www.google.com/search?q=South%20Indian%20Pomegranate%20(Traditional)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=South%20Indian%20Pomegranate%20(Traditional)%20food&tbm=isch"", ""View Image"")"
"pomegranate_var_1325","North Indian Style Pomegranate (Spiced)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1615485290382-441e4d049cb5?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Ruby Pomegranate Arils","https://www.google.com/search?q=North%20Indian%20Style%20Pomegranate%20(Spiced)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=North%20Indian%20Style%20Pomegranate%20(Spiced)%20food&tbm=isch"", ""View Image"")"
"pomegranate_var_1326","Mediterranean Classic Pomegranate (Imported)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1615485290382-441e4d049cb5?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Ruby Pomegranate Arils","https://www.google.com/search?q=Mediterranean%20Classic%20Pomegranate%20(Imported)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Mediterranean%20Classic%20Pomegranate%20(Imported)%20food&tbm=isch"", ""View Image"")"
"pomegranate_var_1327","Asian Specialty Pomegranate (Select)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1615485290382-441e4d049cb5?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Ruby Pomegranate Arils","https://www.google.com/search?q=Asian%20Specialty%20Pomegranate%20(Select)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Asian%20Specialty%20Pomegranate%20(Select)%20food&tbm=isch"", ""View Image"")"
"pomegranate_var_1328","European Heirloom Pomegranate (Artisanal)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1615485290382-441e4d049cb5?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Ruby Pomegranate Arils","https://www.google.com/search?q=European%20Heirloom%20Pomegranate%20(Artisanal)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=European%20Heirloom%20Pomegranate%20(Artisanal)%20food&tbm=isch"", ""View Image"")"
"pomegranate_var_1329","Farm-Fresh Premium Pomegranate (A-Grade)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1615485290382-441e4d049cb5?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Ruby Pomegranate Arils","https://www.google.com/search?q=Farm-Fresh%20Premium%20Pomegranate%20(A-Grade)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Farm-Fresh%20Premium%20Pomegranate%20(A-Grade)%20food&tbm=isch"", ""View Image"")"
"pomegranate_var_1330","Wild-Harvested Pomegranate (Pure)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1615485290382-441e4d049cb5?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Ruby Pomegranate Arils","https://www.google.com/search?q=Wild-Harvested%20Pomegranate%20(Pure)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Wild-Harvested%20Pomegranate%20(Pure)%20food&tbm=isch"", ""View Image"")"
"amla__indian_gooseberry_","Amla (Indian Gooseberry)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1601055283742-8b27e81b5553?auto=format&fit=crop&w=800&q=80","Wikimedia Commons / Fresh Indian Gooseberry (Amla)","https://www.google.com/search?q=Amla%20(Indian%20Gooseberry)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Amla%20(Indian%20Gooseberry)%20food&tbm=isch"", ""View Image"")"
"amla__indian_gooseberry__var_1331","Fresh Organic Amla (Indian Gooseberry)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1601055283742-8b27e81b5553?auto=format&fit=crop&w=800&q=80","Wikimedia Commons / Fresh Indian Gooseberry (Amla)","https://www.google.com/search?q=Fresh%20Organic%20Amla%20(Indian%20Gooseberry)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Fresh%20Organic%20Amla%20(Indian%20Gooseberry)%20food&tbm=isch"", ""View Image"")"
"amla__indian_gooseberry__var_1332","Sun-Dried Amla (Indian Gooseberry) (Dried)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1601055283742-8b27e81b5553?auto=format&fit=crop&w=800&q=80","Wikimedia Commons / Fresh Indian Gooseberry (Amla)","https://www.google.com/search?q=Sun-Dried%20Amla%20(Indian%20Gooseberry)%20(Dried)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Sun-Dried%20Amla%20(Indian%20Gooseberry)%20(Dried)%20food&tbm=isch"", ""View Image"")"
"amla__indian_gooseberry__var_1333","Himalayan Grade Amla (Indian Gooseberry) (Special)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1601055283742-8b27e81b5553?auto=format&fit=crop&w=800&q=80","Wikimedia Commons / Fresh Indian Gooseberry (Amla)","https://www.google.com/search?q=Himalayan%20Grade%20Amla%20(Indian%20Gooseberry)%20(Special)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Himalayan%20Grade%20Amla%20(Indian%20Gooseberry)%20(Special)%20food&tbm=isch"", ""View Image"")"
"amla__indian_gooseberry__var_1334","South Indian Amla (Indian Gooseberry) (Traditional)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1601055283742-8b27e81b5553?auto=format&fit=crop&w=800&q=80","Wikimedia Commons / Fresh Indian Gooseberry (Amla)","https://www.google.com/search?q=South%20Indian%20Amla%20(Indian%20Gooseberry)%20(Traditional)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=South%20Indian%20Amla%20(Indian%20Gooseberry)%20(Traditional)%20food&tbm=isch"", ""View Image"")"
"amla__indian_gooseberry__var_1335","North Indian Style Amla (Indian Gooseberry) (Spiced)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1601055283742-8b27e81b5553?auto=format&fit=crop&w=800&q=80","Wikimedia Commons / Fresh Indian Gooseberry (Amla)","https://www.google.com/search?q=North%20Indian%20Style%20Amla%20(Indian%20Gooseberry)%20(Spiced)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=North%20Indian%20Style%20Amla%20(Indian%20Gooseberry)%20(Spiced)%20food&tbm=isch"", ""View Image"")"
"amla__indian_gooseberry__var_1336","Mediterranean Classic Amla (Indian Gooseberry) (Imported)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1601055283742-8b27e81b5553?auto=format&fit=crop&w=800&q=80","Wikimedia Commons / Fresh Indian Gooseberry (Amla)","https://www.google.com/search?q=Mediterranean%20Classic%20Amla%20(Indian%20Gooseberry)%20(Imported)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Mediterranean%20Classic%20Amla%20(Indian%20Gooseberry)%20(Imported)%20food&tbm=isch"", ""View Image"")"
"amla__indian_gooseberry__var_1337","Asian Specialty Amla (Indian Gooseberry) (Select)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1601055283742-8b27e81b5553?auto=format&fit=crop&w=800&q=80","Wikimedia Commons / Fresh Indian Gooseberry (Amla)","https://www.google.com/search?q=Asian%20Specialty%20Amla%20(Indian%20Gooseberry)%20(Select)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Asian%20Specialty%20Amla%20(Indian%20Gooseberry)%20(Select)%20food&tbm=isch"", ""View Image"")"
"amla__indian_gooseberry__var_1338","European Heirloom Amla (Indian Gooseberry) (Artisanal)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1601055283742-8b27e81b5553?auto=format&fit=crop&w=800&q=80","Wikimedia Commons / Fresh Indian Gooseberry (Amla)","https://www.google.com/search?q=European%20Heirloom%20Amla%20(Indian%20Gooseberry)%20(Artisanal)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=European%20Heirloom%20Amla%20(Indian%20Gooseberry)%20(Artisanal)%20food&tbm=isch"", ""View Image"")"
"amla__indian_gooseberry__var_1339","Farm-Fresh Premium Amla (Indian Gooseberry) (A-Grade)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1601055283742-8b27e81b5553?auto=format&fit=crop&w=800&q=80","Wikimedia Commons / Fresh Indian Gooseberry (Amla)","https://www.google.com/search?q=Farm-Fresh%20Premium%20Amla%20(Indian%20Gooseberry)%20(A-Grade)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Farm-Fresh%20Premium%20Amla%20(Indian%20Gooseberry)%20(A-Grade)%20food&tbm=isch"", ""View Image"")"
"amla__indian_gooseberry__var_1340","Wild-Harvested Amla (Indian Gooseberry) (Pure)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1601055283742-8b27e81b5553?auto=format&fit=crop&w=800&q=80","Wikimedia Commons / Fresh Indian Gooseberry (Amla)","https://www.google.com/search?q=Wild-Harvested%20Amla%20(Indian%20Gooseberry)%20(Pure)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Wild-Harvested%20Amla%20(Indian%20Gooseberry)%20(Pure)%20food&tbm=isch"", ""View Image"")"
"jackfruit_var_1341","Fresh Organic Jackfruit","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1591068243886-d8bea9f5c491?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Jackfruit Bulbs","https://www.google.com/search?q=Fresh%20Organic%20Jackfruit%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Fresh%20Organic%20Jackfruit%20food&tbm=isch"", ""View Image"")"
"jackfruit_var_1342","Sun-Dried Jackfruit (Dried)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1591068243886-d8bea9f5c491?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Jackfruit Bulbs","https://www.google.com/search?q=Sun-Dried%20Jackfruit%20(Dried)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Sun-Dried%20Jackfruit%20(Dried)%20food&tbm=isch"", ""View Image"")"
"jackfruit_var_1343","Himalayan Grade Jackfruit (Special)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1591068243886-d8bea9f5c491?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Jackfruit Bulbs","https://www.google.com/search?q=Himalayan%20Grade%20Jackfruit%20(Special)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Himalayan%20Grade%20Jackfruit%20(Special)%20food&tbm=isch"", ""View Image"")"
"jackfruit_var_1344","South Indian Jackfruit (Traditional)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1591068243886-d8bea9f5c491?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Jackfruit Bulbs","https://www.google.com/search?q=South%20Indian%20Jackfruit%20(Traditional)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=South%20Indian%20Jackfruit%20(Traditional)%20food&tbm=isch"", ""View Image"")"
"jackfruit_var_1345","North Indian Style Jackfruit (Spiced)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1591068243886-d8bea9f5c491?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Jackfruit Bulbs","https://www.google.com/search?q=North%20Indian%20Style%20Jackfruit%20(Spiced)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=North%20Indian%20Style%20Jackfruit%20(Spiced)%20food&tbm=isch"", ""View Image"")"
"jackfruit_var_1346","Mediterranean Classic Jackfruit (Imported)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1591068243886-d8bea9f5c491?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Jackfruit Bulbs","https://www.google.com/search?q=Mediterranean%20Classic%20Jackfruit%20(Imported)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Mediterranean%20Classic%20Jackfruit%20(Imported)%20food&tbm=isch"", ""View Image"")"
"jackfruit_var_1347","Asian Specialty Jackfruit (Select)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1591068243886-d8bea9f5c491?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Jackfruit Bulbs","https://www.google.com/search?q=Asian%20Specialty%20Jackfruit%20(Select)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Asian%20Specialty%20Jackfruit%20(Select)%20food&tbm=isch"", ""View Image"")"
"jackfruit_var_1348","European Heirloom Jackfruit (Artisanal)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1591068243886-d8bea9f5c491?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Jackfruit Bulbs","https://www.google.com/search?q=European%20Heirloom%20Jackfruit%20(Artisanal)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=European%20Heirloom%20Jackfruit%20(Artisanal)%20food&tbm=isch"", ""View Image"")"
"jackfruit_var_1349","Farm-Fresh Premium Jackfruit (A-Grade)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1591068243886-d8bea9f5c491?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Jackfruit Bulbs","https://www.google.com/search?q=Farm-Fresh%20Premium%20Jackfruit%20(A-Grade)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Farm-Fresh%20Premium%20Jackfruit%20(A-Grade)%20food&tbm=isch"", ""View Image"")"
"jackfruit_var_1350","Wild-Harvested Jackfruit (Pure)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1591068243886-d8bea9f5c491?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Jackfruit Bulbs","https://www.google.com/search?q=Wild-Harvested%20Jackfruit%20(Pure)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Wild-Harvested%20Jackfruit%20(Pure)%20food&tbm=isch"", ""View Image"")"
"custard_apple__sitaphal_","Custard Apple (Sitaphal)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Crisp Apple","https://www.google.com/search?q=Custard%20Apple%20(Sitaphal)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Custard%20Apple%20(Sitaphal)%20food&tbm=isch"", ""View Image"")"
"custard_apple__sitaphal__var_1351","Fresh Organic Custard Apple (Sitaphal)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Crisp Apple","https://www.google.com/search?q=Fresh%20Organic%20Custard%20Apple%20(Sitaphal)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Fresh%20Organic%20Custard%20Apple%20(Sitaphal)%20food&tbm=isch"", ""View Image"")"
"custard_apple__sitaphal__var_1352","Sun-Dried Custard Apple (Sitaphal) (Dried)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Crisp Apple","https://www.google.com/search?q=Sun-Dried%20Custard%20Apple%20(Sitaphal)%20(Dried)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Sun-Dried%20Custard%20Apple%20(Sitaphal)%20(Dried)%20food&tbm=isch"", ""View Image"")"
"custard_apple__sitaphal__var_1353","Himalayan Grade Custard Apple (Sitaphal) (Special)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Crisp Apple","https://www.google.com/search?q=Himalayan%20Grade%20Custard%20Apple%20(Sitaphal)%20(Special)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Himalayan%20Grade%20Custard%20Apple%20(Sitaphal)%20(Special)%20food&tbm=isch"", ""View Image"")"
"custard_apple__sitaphal__var_1354","South Indian Custard Apple (Sitaphal) (Traditional)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Crisp Apple","https://www.google.com/search?q=South%20Indian%20Custard%20Apple%20(Sitaphal)%20(Traditional)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=South%20Indian%20Custard%20Apple%20(Sitaphal)%20(Traditional)%20food&tbm=isch"", ""View Image"")"
"custard_apple__sitaphal__var_1355","North Indian Style Custard Apple (Sitaphal) (Spiced)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Crisp Apple","https://www.google.com/search?q=North%20Indian%20Style%20Custard%20Apple%20(Sitaphal)%20(Spiced)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=North%20Indian%20Style%20Custard%20Apple%20(Sitaphal)%20(Spiced)%20food&tbm=isch"", ""View Image"")"
"custard_apple__sitaphal__var_1356","Mediterranean Classic Custard Apple (Sitaphal) (Imported)","fruits","CURATED_KEYWORD_MATCH","NO - Curated","99%","https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?auto=format&fit=crop&w=800&q=80","Unsplash / Fresh Crisp Apple","https://www.google.com/search?q=Mediterranean%20Classic%20Custard%20Apple%20(Sitaphal)%20(Imported)%20food&tbm=isch","=HYPERLINK(""https://www.google.com/search?q=Mediterranean%20Classic%20Custard%20Apple%20(Sitaphal)%20(Imported)%20food&tbm=isch"", ""View Image"")"
